Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID version	Gene name
ENSG00000167632	8	140742586	141468678	ENSG00000167632.10	TRAPPC9
ENSG00000167633	19	55235969	55378448	ENSG00000167633.12	KIR3DL1
ENSG00000167634	19	55434877	55477680	ENSG00000167634.8	NLRP7
ENSG00000167635	19	36705504	36729676	ENSG00000167635.7	ZNF146
ENSG00000167637	19	44331444	44353307	ENSG00000167637.12	ZNF283
ENSG00000167641	19	38741877	38747231	ENSG00000167641.6	PPP1R14A
ENSG00000167642	19	38734675	38783254	ENSG00000167642.8	SPINT2
ENSG00000167644	19	38794801	38795649	ENSG00000167644.7	C19orf33
ENSG00000167645	19	38795753	38807913	ENSG00000167645.12	YIF1B
ENSG00000167646	19	55670031	55678090	ENSG00000167646.9	DNAAF3
ENSG00000167653	8	143751726	143764142	ENSG00000167653.4	PSCA
ENSG00000167654	19	3879862	3928077	ENSG00000167654.13	ATCAY
ENSG00000167656	8	143866296	143868008	ENSG00000167656.4	LY6D
ENSG00000167657	19	3958451	3971121	ENSG00000167657.7	DAPK3
ENSG00000167658	19	3976054	3985467	ENSG00000167658.11	EEF2
ENSG00000167664	19	4292229	4302428	ENSG00000167664.4	TMIGD2
ENSG00000167670	19	4402659	4445015	ENSG00000167670.11	CHAF1A
ENSG00000167671	19	4444996	4457819	ENSG00000167671.7	UBXN6
ENSG00000167676	19	4502204	4517716	ENSG00000167676.3	PLIN4
ENSG00000167680	19	4542600	4559820	ENSG00000167680.11	SEMA6B
ENSG00000167685	19	56643968	56672262	ENSG00000167685.10	ZNF444
ENSG00000167693	17	702553	883010	ENSG00000167693.12	NXN
ENSG00000167695	17	635652	646206	ENSG00000167695.10	FAM57A
ENSG00000167699	17	660337	685581	ENSG00000167699.9	GLOD4
ENSG00000167700	8	145734457	145736596	ENSG00000167700.4	MFSD3
ENSG00000167701	8	145728356	145732557	ENSG00000167701.9	GPT
ENSG00000167702	8	145691426	145699585	ENSG00000167702.7	KIFC2
ENSG00000167703	17	1472561	1532180	ENSG00000167703.10	SLC43A2
ENSG00000167705	17	1549444	1553371	ENSG00000167705.7	RILP
ENSG00000167711	17	1646130	1658562	ENSG00000167711.9	SERPINF2
ENSG00000167716	17	1619817	1641893	ENSG00000167716.14	WDR81
ENSG00000167720	17	2206677	2228554	ENSG00000167720.8	SRR
ENSG00000167721	17	2225797	2240801	ENSG00000167721.6	TSR1
ENSG00000167723	17	3413796	3461289	ENSG00000167723.10	TRPV3
ENSG00000167733	19	5680615	5688533	ENSG00000167733.9	HSD11B1L
ENSG00000167740	17	4046462	4090605	ENSG00000167740.5	CYB5D2
ENSG00000167741	17	4460222	4464113	ENSG00000167741.6	GGT6
ENSG00000167747	19	51300961	51308186	ENSG00000167747.9	C19orf48
ENSG00000167748	19	51322404	51327043	ENSG00000167748.6	KLK1
ENSG00000167749	19	51409608	51413994	ENSG00000167749.7	KLK4
ENSG00000167751	19	51364824	51383823	ENSG00000167751.8	KLK2
ENSG00000167754	19	51446559	51456349	ENSG00000167754.8	KLK5
ENSG00000167755	19	51461887	51472929	ENSG00000167755.9	KLK6
ENSG00000167757	19	51525472	51531295	ENSG00000167757.9	KLK11
ENSG00000167759	19	51559463	51568371	ENSG00000167759.8	KLK13
ENSG00000167766	19	53097313	53193749	ENSG00000167766.14	ZNF83
ENSG00000167767	12	52562780	52585784	ENSG00000167767.9	KRT80
ENSG00000167768	12	53068520	53074191	ENSG00000167768.4	KRT1
ENSG00000167769	19	6306153	6333640	ENSG00000167769.4	ACER1
ENSG00000167770	11	63753325	63769283	ENSG00000167770.7	OTUB1
ENSG00000167771	11	63678693	63684316	ENSG00000167771.5	RCOR2
ENSG00000167772	19	8428173	8439257	ENSG00000167772.7	ANGPTL4
ENSG00000167775	19	8367011	8373240	ENSG00000167775.6	CD320
ENSG00000167778	12	53458388	53473204	ENSG00000167778.4	SPRYD3
ENSG00000167779	12	53491220	53496129	ENSG00000167779.3	IGFBP6
ENSG00000167780	12	53497302	53518322	ENSG00000167780.7	SOAT2
ENSG00000167785	19	8920380	8943004	ENSG00000167785.4	ZNF558
ENSG00000167791	11	67286383	67290899	ENSG00000167791.7	CABP2
ENSG00000167792	11	67374323	67380006	ENSG00000167792.7	NDUFV1
ENSG00000167797	11	67273968	67276120	ENSG00000167797.3	CDK2AP2
ENSG00000167799	11	67395409	67397401	ENSG00000167799.5	NUDT8
ENSG00000167800	11	67398774	67407031	ENSG00000167800.9	TBX10
ENSG00000167815	19	12907634	12912694	ENSG00000167815.7	PRDX2
ENSG00000167822	11	55904247	55905194	ENSG00000167822.1	OR8J3
ENSG00000167825	11	55702932	55703876	ENSG00000167825.3	OR5I1
ENSG00000167840	17	5008836	5026411	ENSG00000167840.9	ZNF232
ENSG00000167842	17	5389605	5394134	ENSG00000167842.11	MIS12
ENSG00000167850	17	72537247	72542282	ENSG00000167850.3	CD300C
ENSG00000167851	17	72462555	72480933	ENSG00000167851.9	CD300A
ENSG00000167858	17	6692452	6735080	ENSG00000167858.8	TEKT1
ENSG00000167861	17	72946838	72969261	ENSG00000167861.11	HID1
ENSG00000167862	17	73008765	73017356	ENSG00000167862.5	ICT1
ENSG00000167863	17	73034958	73043080	ENSG00000167863.7	ATP5H
ENSG00000167874	17	7758383	7759417	ENSG00000167874.6	TMEM88
ENSG00000167880	17	74000583	74023533	ENSG00000167880.3	EVPL
ENSG00000167881	17	74035184	74068734	ENSG00000167881.10	SRP68
ENSG00000167889	17	74864538	74946475	ENSG00000167889.8	MGAT5B
ENSG00000167895	17	76126851	76139049	ENSG00000167895.10	TMC8
ENSG00000167900	17	76170160	76183314	ENSG00000167900.7	TK1
ENSG00000167904	8	56608983	56685966	ENSG00000167904.10	TMEM68
ENSG00000167910	8	59402737	59412795	ENSG00000167910.3	CYP7A1
ENSG00000167914	17	38119226	38134019	ENSG00000167914.6	GSDMA
ENSG00000167916	17	38854243	38860002	ENSG00000167916.4	KRT24
ENSG00000167920	17	38975358	38992522	ENSG00000167920.4	TMEM99
ENSG00000167925	17	40340817	40346531	ENSG00000167925.11	GHDC
ENSG00000167930	16	284545	319942	ENSG00000167930.11	ITFG3
ENSG00000167941	17	41831099	41836156	ENSG00000167941.2	SOST
ENSG00000167945	16	855443	863861	ENSG00000167945.1	PRR25
ENSG00000167962	16	2047655	2059824	ENSG00000167962.8	ZNF598
ENSG00000167964	16	2190804	2204166	ENSG00000167964.8	RAB26
ENSG00000167965	16	2254249	2259417	ENSG00000167965.13	MLST8
ENSG00000167967	16	2273567	2285743	ENSG00000167967.11	E4F1
ENSG00000167968	16	2285817	2288712	ENSG00000167968.8	DNASE1L2
ENSG00000167969	16	2289396	2302301	ENSG00000167969.8	ECI1
ENSG00000167971	16	2227184	2246526	ENSG00000167971.14	CASKIN1
ENSG00000167972	16	2325882	2390747	ENSG00000167972.9	ABCA3
ENSG00000167977	16	2732476	2759031	ENSG00000167977.4	KCTD5
ENSG00000167978	16	2802330	2822539	ENSG00000167978.12	SRRM2
ENSG00000167981	16	3486104	3493542	ENSG00000167981.4	ZNF597
ENSG00000167984	16	3589033	3627401	ENSG00000167984.12	NLRC3
ENSG00000167985	11	61197514	61215001	ENSG00000167985.2	SDHAF2
ENSG00000167986	11	61066923	61110068	ENSG00000167986.9	DDB1
ENSG00000167987	11	60897728	60929089	ENSG00000167987.6	VPS37C
ENSG00000167992	11	61025762	61062896	ENSG00000167992.8	VWCE
ENSG00000167994	11	61664773	61687741	ENSG00000167994.7	RAB3IL1
ENSG00000167995	11	61717293	61732987	ENSG00000167995.11	BEST1
ENSG00000167996	11	61727190	61735132	ENSG00000167996.11	FTH1
ENSG00000168000	11	62457747	62477317	ENSG00000168000.10	BSCL2
ENSG00000168002	11	62529016	62534182	ENSG00000168002.7	POLR2G
ENSG00000168003	11	62623518	62656352	ENSG00000168003.12	SLC3A2
ENSG00000168004	11	63228876	63258666	ENSG00000168004.5	HRASLS5
ENSG00000168005	11	63580860	63595190	ENSG00000168005.4	C11orf84
ENSG00000168010	11	72525353	72554719	ENSG00000168010.6	ATG16L2
ENSG00000168014	11	73723763	73882255	ENSG00000168014.12	C2CD3
ENSG00000168016	3	36868311	36986548	ENSG00000168016.9	TRANK1
ENSG00000168026	3	39149152	39180394	ENSG00000168026.12	TTC21A
ENSG00000168028	3	39448180	39454033	ENSG00000168028.9	RPSA
ENSG00000168032	3	40428647	40470110	ENSG00000168032.4	ENTPD3
ENSG00000168036	3	41236328	41301587	ENSG00000168036.12	CTNNB1
ENSG00000168038	3	41288090	42003922	ENSG00000168038.6	ULK4
ENSG00000168040	11	70049269	70053496	ENSG00000168040.4	FADD
ENSG00000168056	11	65306276	65326401	ENSG00000168056.10	LTBP3
ENSG00000168060	11	64812290	64826021	ENSG00000168060.10	NAALADL1
ENSG00000168061	11	64808373	64812300	ENSG00000168061.9	SAC3D1
ENSG00000168062	11	64755415	64764517	ENSG00000168062.5	BATF2
ENSG00000168065	11	64323098	64340347	ENSG00000168065.11	SLC22A11
ENSG00000168066	11	64532078	64546258	ENSG00000168066.16	SF1
ENSG00000168067	11	64556290	64570713	ENSG00000168067.7	MAP4K2
ENSG00000168070	11	64704989	64739557	ENSG00000168070.7	C11orf85
ENSG00000168071	11	64107695	64125006	ENSG00000168071.17	CCDC88B
ENSG00000168077	8	27491385	27534293	ENSG00000168077.9	SCARA3
ENSG00000168078	8	27667137	27695612	ENSG00000168078.5	PBK
ENSG00000168079	8	27727399	27850244	ENSG00000168079.12	SCARA5
ENSG00000168081	8	28174503	28200872	ENSG00000168081.4	PNOC
ENSG00000168090	7	99686577	99689823	ENSG00000168090.5	COPS6
ENSG00000168092	11	117014983	117047610	ENSG00000168092.9	PAFAH1B2
ENSG00000168096	16	4746513	4784379	ENSG00000168096.10	ANKS3
ENSG00000168101	16	4743695	4745860	ENSG00000168101.10	NUDT16L1
ENSG00000168116	6	56911347	56920023	ENSG00000168116.9	KIAA1586
ENSG00000168118	1	229406822	229441641	ENSG00000168118.7	RAB4A
ENSG00000168124	16	3254247	3255188	ENSG00000168124.2	OR1F1
ENSG00000168131	6	27878963	27880174	ENSG00000168131.2	OR2B2
ENSG00000168135	22	38822332	38851205	ENSG00000168135.4	KCNJ4
ENSG00000168137	3	9439299	9520924	ENSG00000168137.11	SETD5
ENSG00000168140	16	4421849	4433529	ENSG00000168140.4	VASN
ENSG00000168143	6	54711569	54806820	ENSG00000168143.8	FAM83B
ENSG00000168148	1	228612546	228613026	ENSG00000168148.3	HIST3H3
ENSG00000168152	4	83821837	83841122	ENSG00000168152.8	THAP9
ENSG00000168158	16	3405889	3406924	ENSG00000168158.2	OR2C1
ENSG00000168172	8	42752075	42885682	ENSG00000168172.4	HOOK3
ENSG00000168175	14	55518349	55536910	ENSG00000168175.10	MAPK1IP1L
ENSG00000168209	10	74033678	74035794	ENSG00000168209.4	DDIT4
ENSG00000168214	4	26165077	26436541	ENSG00000168214.16	RBPJ
ENSG00000168216	6	70385694	70507003	ENSG00000168216.6	LMBRD1
ENSG00000168228	4	25314407	25372005	ENSG00000168228.10	ZCCHC4
ENSG00000168229	14	52734431	52743442	ENSG00000168229.3	PTGDR
ENSG00000168234	18	21572737	21715574	ENSG00000168234.8	TTC39C
ENSG00000168237	3	52321105	52329272	ENSG00000168237.13	GLYCTK
ENSG00000168242	6	26273144	26273622	ENSG00000168242.3	HIST1H2BI
ENSG00000168243	1	235710987	235814054	ENSG00000168243.6	GNG4
ENSG00000168246	5	171636644	171711075	ENSG00000168246.5	UBTD2
ENSG00000168256	17	40163400	40177659	ENSG00000168256.13	NKIRAS2
ENSG00000168259	17	40128451	40173394	ENSG00000168259.10	DNAJC7
ENSG00000168260	14	50550369	50559361	ENSG00000168260.1	C14orf183
ENSG00000168263	9	2717502	2730037	ENSG00000168263.8	KCNV2
ENSG00000168264	1	234740015	234745271	ENSG00000168264.6	IRF2BP2
ENSG00000168267	10	23481256	23483181	ENSG00000168267.5	PTF1A
ENSG00000168268	3	52558386	52569070	ENSG00000168268.6	NT5DC2
ENSG00000168269	5	169532901	169536727	ENSG00000168269.7	FOXI1
ENSG00000168274	6	26217165	26217711	ENSG00000168274.3	HIST1H2AE
ENSG00000168275	1	234509202	234519795	ENSG00000168275.10	COA6
ENSG00000168280	2	149632819	149883273	ENSG00000168280.12	KIF5C
ENSG00000168282	14	50087489	50090198	ENSG00000168282.4	MGAT2
ENSG00000168283	10	22610140	22620413	ENSG00000168283.9	BMI1
ENSG00000168286	16	67876213	67878097	ENSG00000168286.1	THAP11
ENSG00000168288	2	150426148	150444330	ENSG00000168288.8	MMADHC
ENSG00000168291	3	58413357	58419584	ENSG00000168291.8	PDHB
ENSG00000168297	3	58318607	58411748	ENSG00000168297.11	PXK
ENSG00000168298	6	26156559	26157343	ENSG00000168298.4	HIST1H1E
ENSG00000168300	8	52730140	52811735	ENSG00000168300.9	PCMTD1
ENSG00000168301	3	58477841	58488087	ENSG00000168301.8	KCTD6
ENSG00000168303	7	40165622	40174258	ENSG00000168303.6	MPLKIP
ENSG00000168306	3	58490863	58523046	ENSG00000168306.8	ACOX2
ENSG00000168309	3	58549844	58613337	ENSG00000168309.12	FAM107A
ENSG00000168310	4	185308867	185395734	ENSG00000168310.6	IRF2
ENSG00000168314	3	39508689	39570970	ENSG00000168314.13	MOBP
ENSG00000168329	3	39304985	39323226	ENSG00000168329.9	CX3CR1
ENSG00000168333	8	49966870	49988649	ENSG00000168333.9	C8orf22
ENSG00000168334	3	39224701	39234087	ENSG00000168334.8	XIRP1
ENSG00000168348	14	36003248	36006260	ENSG00000168348.3	INSM2
ENSG00000168350	14	100612756	100626500	ENSG00000168350.6	DEGS2
ENSG00000168356	3	38887260	38992052	ENSG00000168356.7	SCN11A
ENSG00000168374	3	57557090	57583947	ENSG00000168374.6	ARF4
ENSG00000168385	2	242254515	242293442	ENSG00000168385.13	SEPT2
ENSG00000168386	3	99548985	99833357	ENSG00000168386.14	FILIP1L
ENSG00000168389	1	40420802	40435638	ENSG00000168389.13	MFSD2A
ENSG00000168393	2	242615157	242626406	ENSG00000168393.8	DTYMK
ENSG00000168394	6	32812986	32821755	ENSG00000168394.9	TAP1
ENSG00000168395	2	242641450	242668893	ENSG00000168395.10	ING5
ENSG00000168397	2	242576628	242613272	ENSG00000168397.12	ATG4B
ENSG00000168398	14	96671016	96710666	ENSG00000168398.5	BDKRB2
ENSG00000168404	16	74705753	74734858	ENSG00000168404.8	MLKL
ENSG00000168411	16	74655292	74700779	ENSG00000168411.9	RFWD3
ENSG00000168412	4	187454809	187476721	ENSG00000168412.6	MTNR1A
ENSG00000168418	16	84255823	84273356	ENSG00000168418.6	KCNG4
ENSG00000168421	4	40192673	40248587	ENSG00000168421.8	RHOH
ENSG00000168427	2	239047363	239061588	ENSG00000168427.7	KLHL30
ENSG00000168434	16	23399814	23464501	ENSG00000168434.8	COG7
ENSG00000168438	6	110501344	110575478	ENSG00000168438.10	CDC40
ENSG00000168439	11	63952744	63972015	ENSG00000168439.12	STIP1
ENSG00000168447	16	23289552	23392620	ENSG00000168447.6	SCNN1B
ENSG00000168453	8	21971928	21990897	ENSG00000168453.10	HR
ENSG00000168454	18	9885763	9889272	ENSG00000168454.10	TXNDC2
ENSG00000168461	18	9708162	9862548	ENSG00000168461.8	RAB31
ENSG00000168476	8	21995533	21999464	ENSG00000168476.7	REEP4
ENSG00000168477	6	32008931	32083111	ENSG00000168477.13	TNXB
ENSG00000168481	8	22004338	22014597	ENSG00000168481.4	LGI3
ENSG00000168484	8	22014426	22021992	ENSG00000168484.8	SFTPC
ENSG00000168487	8	22022249	22069839	ENSG00000168487.13	BMP1
ENSG00000168488	16	28834356	28848558	ENSG00000168488.14	ATXN2L
ENSG00000168490	8	22077222	22089854	ENSG00000168490.9	PHYHIP
ENSG00000168491	4	186366336	186392913	ENSG00000168491.5	CCDC110
ENSG00000168495	8	22102617	22112113	ENSG00000168495.8	POLR3D
ENSG00000168496	11	61560109	61564716	ENSG00000168496.3	FEN1
ENSG00000168497	2	192699028	192711981	ENSG00000168497.4	SDPR
ENSG00000168502	18	8705659	8832776	ENSG00000168502.13	SOGA2
ENSG00000168505	2	237073879	237077012	ENSG00000168505.6	GBX2
ENSG00000168509	1	145413095	145417545	ENSG00000168509.13	HFE2
ENSG00000168515	11	61957688	61961011	ENSG00000168515.3	SCGB1D1
ENSG00000168517	17	43238067	43247407	ENSG00000168517.6	HEXIM2
ENSG00000168522	8	42889337	42940931	ENSG00000168522.8	FNTA
ENSG00000168528	1	31882412	31907525	ENSG00000168528.7	SERINC2
ENSG00000168530	2	211154874	211179914	ENSG00000168530.11	MYL1
ENSG00000168538	4	184580420	184634745	ENSG00000168538.11	TRAPPC11
ENSG00000168539	11	62676151	62689279	ENSG00000168539.3	CHRM1
ENSG00000168542	2	189839046	189877472	ENSG00000168542.8	COL3A1
ENSG00000168546	8	21547915	21669869	ENSG00000168546.6	GFRA2
ENSG00000168564	4	184365744	184369351	ENSG00000168564.5	CDKN2AIP
ENSG00000168566	6	7590432	7612200	ENSG00000168566.11	SNRNP48
ENSG00000168569	11	62539101	62559493	ENSG00000168569.7	TMEM223
ENSG00000168575	8	42273993	42397069	ENSG00000168575.5	SLC20A2
ENSG00000168582	2	209025464	209028300	ENSG00000168582.4	CRYGA
ENSG00000168589	16	80574631	80584657	ENSG00000168589.10	DYNLRB2
ENSG00000168591	17	42264338	42269099	ENSG00000168591.11	TMUB2
ENSG00000168594	4	175750819	175899331	ENSG00000168594.11	ADAM29
ENSG00000168610	17	40465342	40540586	ENSG00000168610.10	STAT3
ENSG00000168612	20	44509866	44513905	ENSG00000168612.4	ZSWIM1
ENSG00000168614	1	144811744	144830413	ENSG00000168614.13	NBPF9
ENSG00000168615	8	38854388	38962663	ENSG00000168615.7	ADAM9
ENSG00000168619	8	39442008	39587583	ENSG00000168619.11	ADAM18
ENSG00000168621	5	37812779	37839788	ENSG00000168621.10	GDNF
ENSG00000168631	6	30908749	30921998	ENSG00000168631.7	DPCR1
ENSG00000168634	20	44330655	44337456	ENSG00000168634.4	WFDC13
ENSG00000168646	17	63524681	63557765	ENSG00000168646.8	AXIN2
ENSG00000168653	1	39491990	39500308	ENSG00000168653.6	NDUFS5
ENSG00000168658	2	98703579	98929762	ENSG00000168658.14	VWA3B
ENSG00000168661	19	35417807	35436074	ENSG00000168661.10	ZNF30
ENSG00000168671	5	36035119	36071460	ENSG00000168671.5	UGT3A2
ENSG00000168672	8	127564687	127570638	ENSG00000168672.3	FAM84B
ENSG00000168675	18	13217497	13652754	ENSG00000168675.14	LDLRAD4
ENSG00000168676	16	67323331	67360666	ENSG00000168676.6	KCTD19
ENSG00000168679	1	110905470	110933704	ENSG00000168679.13	SLC16A4
ENSG00000168685	5	35852797	35879705	ENSG00000168685.10	IL7R
ENSG00000168701	16	67261006	67263181	ENSG00000168701.14	TMEM208
ENSG00000168702	2	140988992	142889270	ENSG00000168702.12	LRP1B
ENSG00000168703	20	43752066	43753106	ENSG00000168703.5	WFDC12
ENSG00000168710	1	110527308	110566357	ENSG00000168710.13	AHCYL1
ENSG00000168724	5	34929698	34959069	ENSG00000168724.10	DNAJC21
ENSG00000168734	20	43160426	43252888	ENSG00000168734.9	PKIG
ENSG00000168743	4	106815932	106925184	ENSG00000168743.8	NPNT
ENSG00000168746	20	43080624	43093984	ENSG00000168746.6	C20orf62
ENSG00000168748	16	66878282	66888056	ENSG00000168748.9	CA7
ENSG00000168754	2	97541620	97684175	ENSG00000168754.9	FAM178B
ENSG00000168758	2	97525453	97536494	ENSG00000168758.6	SEMA4C
ENSG00000168763	2	97481982	97499648	ENSG00000168763.11	CNNM3
ENSG00000168765	1	110198703	110208118	ENSG00000168765.11	GSTM4
ENSG00000168769	4	106067032	106200973	ENSG00000168769.8	TET2
ENSG00000168772	4	105389469	105416058	ENSG00000168772.9	CXXC4
ENSG00000168778	12	124155660	124192948	ENSG00000168778.7	TCTN2
ENSG00000168779	3	157814948	157824292	ENSG00000168779.15	SHOX2
ENSG00000168781	15	43825660	43882430	ENSG00000168781.17	PPIP5K1
ENSG00000168785	4	99391518	99579780	ENSG00000168785.3	TSPAN5
ENSG00000168792	17	27887565	27894155	ENSG00000168792.4	ABHD15
ENSG00000168795	9	37438111	37465396	ENSG00000168795.4	ZBTB5
ENSG00000168802	16	69151913	69166487	ENSG00000168802.8	CHTF8
ENSG00000168803	15	43622872	43646096	ENSG00000168803.10	ADAL
ENSG00000168806	15	43619974	43622803	ENSG00000168806.6	LCMT2
ENSG00000168807	16	69221032	69342955	ENSG00000168807.12	SNTB2
ENSG00000168811	3	159706537	159713806	ENSG00000168811.2	IL12A
ENSG00000168813	19	32836500	32878573	ENSG00000168813.12	ZNF507
ENSG00000168818	4	4417469	4544073	ENSG00000168818.5	STX18
ENSG00000168826	4	4291924	4323513	ENSG00000168826.11	ZBTB49
ENSG00000168827	3	158362067	158410364	ENSG00000168827.10	GFM1
ENSG00000168828	9	35869375	35870461	ENSG00000168828.4	OR13J1
ENSG00000168830	6	87647024	87726349	ENSG00000168830.6	HTR1E
ENSG00000168843	4	162305049	163085187	ENSG00000168843.9	FSTL5
ENSG00000168872	16	70380732	70407286	ENSG00000168872.11	DDX19A
ENSG00000168874	2	85978467	86015189	ENSG00000168874.8	ATOH8
ENSG00000168875	3	137483579	137484396	ENSG00000168875.1	SOX14
ENSG00000168876	11	94226795	94232749	ENSG00000168876.4	ANKRD49
ENSG00000168878	2	85884437	85895864	ENSG00000168878.12	SFTPB
ENSG00000168883	2	85829979	85876403	ENSG00000168883.15	USP39
ENSG00000168884	4	2743375	2758103	ENSG00000168884.10	TNIP2
ENSG00000168887	2	85833777	85839189	ENSG00000168887.6	C2orf68
ENSG00000168890	2	85825671	85830319	ENSG00000168890.9	TMEM150A
ENSG00000168894	2	85822848	85824736	ENSG00000168894.5	RNF181
ENSG00000168899	2	85811531	85820535	ENSG00000168899.4	VAMP5
ENSG00000168903	5	180415845	180433727	ENSG00000168903.8	BTNL3
ENSG00000168904	15	99791567	99930934	ENSG00000168904.10	LRRC28
ENSG00000168906	2	85766288	85772403	ENSG00000168906.8	MAT2A
ENSG00000168907	15	42433332	42448839	ENSG00000168907.9	PLA2G4F
ENSG00000168913	9	34521038	34523039	ENSG00000168913.6	ENHO
ENSG00000168916	5	123972608	124084500	ENSG00000168916.11	ZNF608
ENSG00000168917	3	136537489	136574734	ENSG00000168917.8	SLC35G2
ENSG00000168918	2	233924677	234116549	ENSG00000168918.9	INPP5D
ENSG00000168924	4	1813206	1857974	ENSG00000168924.10	LETM1
ENSG00000168925	16	75252898	75258822	ENSG00000168925.6	CTRB1
ENSG00000168928	16	75237994	75241083	ENSG00000168928.8	CTRB2
ENSG00000168930	11	89530823	89541743	ENSG00000168930.9	TRIM49
ENSG00000168936	4	1717679	1723085	ENSG00000168936.6	TMEM129
ENSG00000168938	5	122358945	122372436	ENSG00000168938.5	PPIC
ENSG00000168939	X	154997474	155012121	ENSG00000168939.6	SPRY3
ENSG00000168944	5	122680579	122759286	ENSG00000168944.11	CEP120
ENSG00000168952	14	25278862	25519503	ENSG00000168952.11	STXBP6
ENSG00000168955	2	228226872	228246711	ENSG00000168955.3	TM4SF20
ENSG00000168958	2	228189867	228222550	ENSG00000168958.15	MFF
ENSG00000168959	11	88237744	88799113	ENSG00000168959.10	GRM5
ENSG00000168961	17	25956824	25976586	ENSG00000168961.12	LGALS9
ENSG00000168993	4	778745	819986	ENSG00000168993.10	CPLX1
ENSG00000168994	6	3722848	3752260	ENSG00000168994.9	PXDC1
ENSG00000168995	19	51645556	51656783	ENSG00000168995.9	SIGLEC7
ENSG00000169006	2	11798304	11810290	ENSG00000169006.6	NTSR2
ENSG00000169016	2	11584501	11606297	ENSG00000169016.12	E2F6
ENSG00000169018	15	68570141	68588203	ENSG00000169018.5	FEM1B
ENSG00000169019	4	47452885	47465736	ENSG00000169019.9	COMMD8
ENSG00000169020	4	666225	668127	ENSG00000169020.5	ATP5I
ENSG00000169021	19	29698173	29704448	ENSG00000169021.4	UQCRFS1
ENSG00000169026	4	675618	683230	ENSG00000169026.8	MFSD7
ENSG00000169031	2	228029281	228179508	ENSG00000169031.14	COL4A3
ENSG00000169032	15	66679155	66784650	ENSG00000169032.5	MAP2K1
ENSG00000169035	19	51479729	51487355	ENSG00000169035.7	KLK7
ENSG00000169045	5	179041179	179061785	ENSG00000169045.13	HNRNPH1
ENSG00000169047	2	227596033	227664475	ENSG00000169047.5	IRS1
ENSG00000169057	X	153287024	153363212	ENSG00000169057.15	MECP2
